timestamp,turbine_id,site_wind_speed,wind_speed,power_kw,rotor_speed_rpm,generator_speed_rpm,pitch_angle_deg,yaw_misalignment_deg,ambient_temp_c,nacelle_temp_c,gear_oil_temp_c,vibration_g_rms,status_code,alarm_code,grid_event
2025-01-01 01:40:00,T02,8.318,8.584,731.777,59.397,2984.635,2.0,0.938,19.471,24.931,41.453,0.572,0,,
2025-01-01 01:40:00,T03,8.318,7.92,574.638,52.954,2649.154,2.0,-1.268,15.401,26.9,42.396,0.634,0,,
2025-01-01 01:40:00,T04,8.318,7.205,430.546,50.43,2526.792,2.0,3.519,17.759,26.319,40.09,0.711,0,,
2025-01-01 01:40:00,T05,8.318,7.309,451.824,50.807,2558.744,2.0,0.228,23.859,30.664,34.198,0.345,0,,
2025-01-01 01:50:00,T01,14.429,14.288,1974.801,101.131,5056.874,13.303,-5.264,14.223,24.815,44.914,0.561,0,,
2025-01-01 01:50:00,T02,14.429,14.245,1997.462,101.085,5055.517,12.608,1.667,15.79,22.798,35.129,0.679,0,,
2025-01-01 01:50:00,T03,14.429,13.3,1999.485,92.474,4605.297,10.583,-0.75,18.044,27.487,42.311,0.409,0,,
2025-01-01 01:50:00,T04,14.429,13.439,1991.627,92.937,4659.226,13.852,3.029,25.104,33.402,47.702,0.499,0,,
2025-01-01 01:50:00,T05,14.429,12.87,1937.57,91.276,4586.125,14.294,8.316,20.907,33.679,39.716,0.519,0,,
2025-01-01 02:00:00,T01,0.0,0.0,0.0,1.179,41.819,2.0,-1.178,26.519,33.979,46.412,0.921,0,,
2025-01-01 02:00:00,T02,0.0,0.0,0.0,1.074,54.365,2.0,-0.474,9.466,21.566,32.17,0.539,0,,
2025-01-01 02:00:00,T03,0.0,0.0,0.0,0.0,19.917,2.0,7.493,17.942,25.061,37.356,0.658,0,,
2025-01-01 02:00:00,T04,0.0,0.81,0.0,6.783,338.566,2.0,-0.296,22.213,26.508,43.286,0.608,0,,
2025-01-01 02:00:00,T05,0.0,0.15,0.0,0.0,-0.286,2.0,-5.698,20.945,26.145,46.54,0.58,0,,
2025-01-01 02:10:00,T01,6.36,6.897,379.626,47.541,2386.482,2.0,-0.307,10.304,20.084,31.591,0.712,0,,
2025-01-01 02:10:00,T02,6.36,6.245,280.797,43.752,2190.407,2.0,2.933,24.197,29.965,46.428,0.28,0,,
2025-01-01 02:10:00,T03,6.36,5.525,195.138,38.37,1921.745,2.0,0.877,16.913,25.348,38.259,0.593,0,,
2025-01-01 02:10:00,T04,6.36,5.821,228.168,41.287,2051.883,2.0,1.055,15.023,21.359,37.672,0.606,0,,
2025-01-01 02:10:00,T05,6.36,5.507,193.116,38.056,1897.502,2.0,-1.437,18.14,23.599,39.268,0.576,0,,
2025-01-01 02:20:00,T01,10.418,10.593,1374.143,73.968,3713.335,2.0,-1.52,18.979,30.936,35.505,0.668,0,,
2025-01-01 02:20:00,T02,10.418,10.525,1333.032,73.939,3690.531,2.0,-5.166,18.824,28.518,41.412,0.628,0,,
2025-01-01 02:20:00,T03,10.418,9.981,1150.568,69.058,3434.092,2.0,0.478,19.756,24.582,43.754,0.47,0,,
2025-01-01 02:20:00,T04,10.418,9.519,981.123,66.435,3324.043,2.0,-6.173,17.757,31.031,41.21,0.508,0,,
2025-01-01 02:20:00,T05,10.418,8.942,823.728,64.474,3214.781,2.0,3.194,15.43,23.144,35.809,0.454,0,,
2025-01-01 02:30:00,T01,7.573,7.316,451.675,51.464,2608.803,2.0,-2.726,13.95,23.371,35.926,0.554,0,,
2025-01-01 02:30:00,T02,7.573,7.187,427.204,51.002,2552.2,2.0,-3.574,16.869,29.705,39.382,0.396,0,,
2025-01-01 02:30:00,T03,7.573,6.614,331.56,47.587,2374.661,2.0,4.649,12.842,18.996,35.059,0.555,0,,
2025-01-01 02:30:00,T04,7.573,7.667,520.502,53.8,2685.052,2.0,2.121,15.928,22.782,38.65,0.628,0,,
2025-01-01 02:30:00,T05,7.573,6.898,379.372,48.255,2405.627,2.0,1.856,15.462,27.845,36.639,0.516,0,,
2025-01-01 02:40:00,T01,9.03,9.395,958.559,67.547,3367.884,2.0,-1.618,18.118,29.588,44.544,0.798,0,,
2025-01-01 02:40:00,T02,9.03,8.606,358.688,60.648,3030.066,2.0,7.833,12.803,23.736,36.822,0.545,1,,
2025-01-01 02:40:00,T03,9.03,8.243,647.623,57.235,2859.788,2.0,1.311,26.109,37.895,46.879,0.508,0,,
2025-01-01 02:40:00,T04,9.03,7.733,512.669,51.788,2602.521,2.0,-9.691,15.48,26.239,38.016,0.798,0,,
2025-01-01 02:40:00,T05,9.03,7.77,542.48,54.378,2725.317,2.0,1.263,21.635,27.488,44.721,0.593,0,,
2025-01-01 02:50:00,T01,4.181,4.448,101.691,31.997,1606.573,2.0,1.699,19.147,27.853,44.993,0.428,0,,
2025-01-01 02:50:00,T02,4.181,3.674,57.405,24.188,1212.301,2.0,0.14,23.344,34.264,41.049,0.59,0,,
2025-01-01 02:50:00,T03,4.181,4.072,77.704,29.191,1466.99,2.0,3.427,18.887,30.872,39.672,0.591,0,,
2025-01-01 02:50:00,T04,4.181,3.748,60.904,26.972,1329.395,2.0,1.355,17.897,26.299,42.286,0.532,0,,
2025-01-01 02:50:00,T05,4.181,3.878,67.425,27.118,1347.706,2.0,-1.8,30.738,44.9,52.802,0.75,0,,
2025-01-01 03:00:00,T01,13.165,12.815,1998.705,89.148,4457.151,13.993,-1.191,14.023,20.908,39.47,0.661,0,,
2025-01-01 03:00:00,T02,13.165,13.767,1996.738,97.993,4893.273,10.442,1.89,18.84,33.192,34.519,0.423,0,,
2025-01-01 03:00:00,T03,13.165,12.114,1994.189,83.972,4192.628,12.942,-2.523,13.663,23.31,31.015,0.392,0,,
2025-01-01 03:00:00,T04,13.165,11.917,1958.672,82.886,4134.734,2.0,0.12,15.984,26.454,42.444,0.596,0,,
2025-01-01 03:00:00,T05,13.165,12.238,1992.018,86.428,4319.124,13.177,-2.958,21.39,35.503,40.441,0.505,0,,
2025-01-01 03:10:00,T01,9.064,8.708,764.334,62.216,3130.296,2.0,0.217,10.977,22.986,36.785,0.642,0,,
2025-01-01 03:10:00,T02,9.064,8.614,733.257,61.344,3091.099,2.0,-4.404,22.303,31.766,41.045,0.546,0,,
2025-01-01 03:10:00,T03,9.064,8.427,691.739,58.849,2928.766,2.0,1.602,19.113,30.943,41.38,0.515,0,,
2025-01-01 03:10:00,T04,9.064,8.114,617.976,55.741,2805.485,2.0,-1.134,11.14,16.867,37.887,0.606,0,,
2025-01-01 03:10:00,T05,9.064,8.015,595.581,55.337,2756.367,2.0,1.209,22.523,28.919,47.577,0.554,0,,
2025-01-01 03:20:00,T01,6.995,6.845,369.169,47.176,2383.263,2.0,3.517,12.172,15.993,36.818,0.918,0,,
2025-01-01 03:20:00,T02,6.995,6.627,335.86,45.368,2274.562,2.0,2.46,22.866,30.62,36.738,0.353,0,,
2025-01-01 03:20:00,T03,6.995,6.948,387.006,47.318,2366.943,2.0,2.575,19.411,30.48,43.12,0.541,0,,
2025-01-01 03:20:00,T04,6.995,6.425,307.019,45.477,2265.561,2.0,0.442,21.677,34.854,44.953,0.734,0,,
2025-01-01 03:20:00,T05,6.995,6.527,321.767,46.048,2324.833,2.0,0.039,19.182,27.681,41.028,0.313,0,,
2025-01-01 03:30:00,T01,2.611,2.269,0.0,18.252,911.745,2.0,3.173,20.851,31.146,45.283,0.736,0,,
2025-01-01 03:30:00,T02,2.611,3.067,33.343,19.05,961.875,2.0,1.514,15.52,27.268,41.175,0.448,0,,
2025-01-01 03:30:00,T03,2.611,2.238,0.0,16.297,823.72,2.0,-1.898,22.759,41.471,36.76,0.497,0,,
2025-01-01 03:30:00,T04,2.611,2.507,0.0,17.498,869.325,2.0,0.849,11.457,17.001,31.622,0.805,0,,
2025-01-01 03:30:00,T05,2.611,2.303,0.0,15.055,740.375,2.0,3.655,23.018,34.555,40.743,0.482,0,,
2025-01-01 03:40:00,T01,5.292,5.558,198.548,38.429,1918.891,2.0,-1.474,21.741,36.856,42.617,0.712,0,,
2025-01-01 03:40:00,T02,5.292,5.045,148.375,36.802,1829.263,2.0,1.828,17.419,29.473,43.967,0.467,0,,
2025-01-01 03:40:00,T03,5.292,5.21,163.62,35.116,1751.986,2.0,-0.599,13.852,25.111,33.404,0.428,0,,
2025-01-01 03:40:00,T04,5.292,4.381,97.293,30.025,1491.536,2.0,0.521,15.88,26.876,33.797,0.601,0,,
2025-01-01 03:40:00,T05,5.292,4.715,120.638,32.11,1598.966,2.0,-3.588,25.176,37.199,53.438,0.396,0,,
2025-01-01 03:50:00,T01,8.724,8.918,819.914,62.408,3125.102,2.0,1.528,18.239,22.549,43.316,0.645,0,,
2025-01-01 03:50:00,T02,8.724,8.106,615.337,54.586,2736.746,2.0,2.03,20.703,31.079,49.933,0.385,0,,
2025-01-01 03:50:00,T03,8.724,8.016,596.038,55.654,2801.979,2.0,-0.653,19.555,20.528,43.136,0.558,0,,
2025-01-01 03:50:00,T04,8.724,7.961,583.821,55.51,2786.072,2.0,-0.428,19.226,28.207,46.965,0.524,0,,
2025-01-01 03:50:00,T05,8.724,7.972,586.146,55.5,2780.387,2.0,-0.835,25.322,35.854,44.444,0.503,0,,
2025-01-01 04:00:00,T01,6.122,6.042,254.259,42.187,2103.494,2.0,-3.015,21.407,26.554,42.266,0.622,0,,
2025-01-01 04:00:00,T02,6.122,5.644,207.61,39.869,2013.74,2.0,2.114,22.895,33.463,50.794,0.771,0,,
2025-01-01 04:00:00,T03,6.122,5.852,229.163,40.625,2028.843,2.0,5.117,19.949,31.166,44.733,0.577,0,,
2025-01-01 04:00:00,T04,6.122,5.436,185.929,38.059,1898.881,2.0,0.145,12.631,25.431,37.352,0.811,0,,
2025-01-01 04:00:00,T05,6.122,5.494,191.882,37.573,1882.468,2.0,-0.226,16.249,23.343,42.944,0.297,0,,
2025-01-01 04:10:00,T01,6.097,6.206,274.817,44.563,2218.882,2.0,-3.8,21.56,32.077,47.707,0.688,0,,
2025-01-01 04:10:00,T02,6.097,5.263,168.056,36.593,1825.869,2.0,-2.927,20.902,29.002,41.232,0.509,0,,
2025-01-01 04:10:00,T03,6.097,6.174,270.416,41.956,2078.761,2.0,4.031,16.709,29.792,39.602,0.556,0,,
2025-01-01 04:10:00,T04,6.097,5.634,206.793,39.839,1987.76,2.0,-1.503,22.54,35.009,46.505,0.721,0,,
2025-01-01 04:10:00,T05,6.097,5.841,229.887,42.413,2130.06,2.0,-2.782,26.778,34.236,48.124,0.249,0,,
2025-01-01 04:20:00,T01,8.192,8.125,618.122,57.85,2889.606,2.0,-3.122,15.291,21.3,41.185,0.719,0,,
2025-01-01 04:20:00,T02,8.192,7.924,574.217,56.061,2785.116,2.0,2.503,17.302,31.458,42.98,0.527,0,,
2025-01-01 04:20:00,T03,8.192,7.613,501.226,51.475,2577.194,2.0,6.38,12.494,21.86,30.626,0.48,0,,
2025-01-01 04:20:00,T04,8.192,7.352,457.053,49.577,2494.858,2.0,3.696,29.319,49.105,71.304,0.701,2,GBOX_OVERTEMP,
2025-01-01 04:20:00,T05,8.192,6.646,338.515,47.339,2370.377,2.0,2.836,18.145,29.275,47.305,0.428,0,,
2025-01-01 04:30:00,T01,7.062,6.941,387.061,48.847,2447.338,2.0,-0.133,21.916,31.86,40.217,0.552,0,,
2025-01-01 04:30:00,T02,7.062,7.128,416.514,49.92,2498.646,2.0,-3.677,22.022,30.071,42.296,0.535,0,,
2025-01-01 04:30:00,T03,7.062,7.258,438.374,51.272,2556.864,2.0,-4.544,19.727,29.089,43.271,0.32,0,,
2025-01-01 04:30:00,T04,7.062,6.444,309.181,45.726,2283.377,2.0,-1.882,20.855,30.219,38.42,0.49,0,,
2025-01-01 04:30:00,T05,7.062,6.497,316.723,44.949,2254.992,2.0,-2.235,25.708,35.567,46.261,0.477,0,,
2025-01-01 04:40:00,T01,8.713,8.839,799.097,61.585,3068.013,2.0,0.477,13.376,19.391,36.484,0.441,0,,
2025-01-01 04:40:00,T02,8.713,8.284,657.6,57.935,2917.955,2.0,1.079,15.348,27.53,37.285,0.677,0,,
2025-01-01 04:40:00,T03,8.713,8.369,339.095,58.506,2921.358,2.0,-1.013,20.323,26.281,41.216,0.559,1,,
2025-01-01 04:40:00,T04,8.713,8.135,617.709,57.113,2848.579,2.0,-4.363,21.24,28.229,34.22,0.695,0,,
2025-01-01 04:40:00,T05,8.713,7.979,584.815,57.62,2881.722,2.0,-3.383,17.714,28.113,44.199,0.514,0,,
2025-01-01 04:50:00,T01,8.176,8.25,648.39,58.178,2915.702,2.0,-2.185,25.249,36.892,51.579,0.775,0,,
2025-01-01 04:50:00,T02,8.176,7.991,582.347,57.205,2860.517,2.0,5.555,24.972,31.431,47.219,0.712,0,,
2025-01-01 04:50:00,T03,8.176,8.095,608.595,57.337,2863.098,2.0,4.356,25.123,32.499,44.788,0.554,0,,
2025-01-01 04:50:00,T04,8.176,7.955,580.119,55.366,2757.939,2.0,-3.099,15.355,24.728,37.713,0.573,0,,
2025-01-01 04:50:00,T05,8.176,6.909,380.666,49.047,2455.391,2.0,2.537,10.988,21.132,35.565,0.646,0,,
2025-01-01 05:00:00,T01,11.123,11.3,1648.561,78.804,3921.525,2.0,-5.31,12.747,27.726,26.342,0.646,0,,
2025-01-01 05:00:00,T02,11.123,10.941,1509.692,77.141,3877.792,2.0,2.952,10.545,22.108,34.233,0.425,0,,
2025-01-01 05:00:00,T03,11.123,10.289,1260.391,72.64,3636.287,2.0,-0.519,10.349,20.417,32.925,0.477,0,,
2025-01-01 05:00:00,T04,11.123,10.347,1282.021,70.588,3525.084,2.0,-0.321,8.396,18.703,28.836,0.749,0,,
2025-01-01 05:00:00,T05,11.123,9.61,1023.736,66.336,3325.733,2.0,-2.679,19.708,31.483,47.142,0.419,0,,
2025-01-01 05:10:00,T01,7.404,7.294,445.846,51.83,2592.486,2.0,3.98,23.273,32.852,39.8,0.537,0,,
2025-01-01 05:10:00,T02,7.404,7.421,470.034,53.301,2673.079,2.0,3.686,20.678,31.674,47.202,0.627,0,,
2025-01-01 05:10:00,T03,7.404,7.166,423.561,51.451,2573.314,2.0,3.508,25.695,36.908,38.128,0.376,0,,
2025-01-01 05:10:00,T04,7.404,6.796,361.227,48.076,2404.94,2.0,-3.531,26.812,37.534,50.228,0.796,0,,
2025-01-01 05:10:00,T05,7.404,6.547,324.196,45.138,2262.469,2.0,-2.003,19.074,29.117,43.303,0.483,0,,
2025-01-01 05:20:00,T01,13.662,13.359,1993.659,93.013,4645.258,12.387,2.636,10.459,22.913,26.314,0.547,0,,
2025-01-01 05:20:00,T02,13.662,13.27,1993.647,92.924,4645.085,12.688,2.638,16.464,21.266,38.256,0.505,0,,
2025-01-01 05:20:00,T03,13.662,13.047,1991.893,91.225,4552.165,11.042,2.981,19.556,27.274,34.87,0.498,0,,
2025-01-01 05:20:00,T04,13.662,13.017,1999.221,92.139,4583.502,11.308,0.923,15.28,29.498,36.575,0.674,0,,
2025-01-01 05:20:00,T05,13.662,11.74,1864.22,83.252,4145.113,2.0,3.17,16.656,22.299,40.864,0.508,0,,
2025-01-01 05:30:00,T01,5.385,5.909,237.365,40.142,1983.602,2.0,3.558,14.131,27.549,35.797,0.602,0,,
2025-01-01 05:30:00,T02,5.385,4.582,111.371,31.364,1570.628,2.0,-0.305,24.147,32.179,46.063,0.522,0,,
2025-01-01 05:30:00,T03,5.385,4.94,137.855,36.261,1808.565,2.0,-5.1,27.729,38.709,43.369,0.469,0,,
2025-01-01 05:30:00,T04,5.385,4.849,131.925,34.691,1733.452,2.0,0.324,16.783,26.608,35.04,0.924,0,,
2025-01-01 05:30:00,T05,5.385,4.847,129.438,34.815,1753.809,2.0,6.262,24.226,35.376,49.608,0.595,0,,
2025-01-01 05:40:00,T01,2.641,2.715,0.0,18.235,915.387,2.0,1.968,13.509,22.316,40.528,0.755,0,,
2025-01-01 05:40:00,T02,2.641,2.139,0.0,15.158,749.816,2.0,2.322,20.78,36.249,45.73,0.425,0,,
2025-01-01 05:40:00,T03,2.641,2.522,0.0,19.572,980.753,2.0,-0.887,19.623,28.029,41.497,0.319,0,,
2025-01-01 05:40:00,T04,2.641,2.207,0.0,14.697,731.115,2.0,-1.516,20.494,33.43,49.367,0.557,0,,
2025-01-01 05:40:00,T05,2.641,1.951,0.0,12.876,655.229,2.0,-4.475,29.269,37.884,54.184,0.301,0,,
2025-01-01 05:50:00,T01,5.317,5.166,159.567,37.277,1876.462,2.0,-0.658,17.512,27.417,32.048,0.701,0,,
2025-01-01 05:50:00,T02,5.317,5.432,184.296,38.781,1929.208,2.0,-3.711,15.839,24.393,36.621,0.687,0,,
2025-01-01 05:50:00,T03,5.317,5.391,180.063,36.08,1791.044,2.0,-3.884,19.95,30.402,38.649,0.48,0,,
2025-01-01 05:50:00,T04,5.317,4.915,137.204,33.208,1651.642,2.0,1.772,15.731,27.807,37.377,0.722,0,,
2025-01-01 05:50:00,T05,5.317,4.674,117.656,32.362,1621.945,2.0,3.105,34.432,41.265,54.555,0.68,0,,
2025-01-01 06:00:00,T01,3.131,3.386,44.48,23.27,1157.366,2.0,-4.657,21.388,31.849,42.487,0.658,0,,
2025-01-01 06:00:00,T02,3.131,3.57,52.294,24.445,1226.76,2.0,3.964,7.993,21.136,28.39,0.498,0,,
2025-01-01 06:00:00,T03,3.131,2.381,0.0,17.352,867.65,2.0,1.761,17.774,27.846,48.42,0.423,0,,
2025-01-01 06:00:00,T04,3.131,3.255,39.129,23.414,1159.662,2.0,-6.532,7.211,20.647,29.205,0.758,0,,
2025-01-01 06:00:00,T05,3.131,3.04,32.403,19.65,975.621,2.0,2.678,9.609,21.012,28.822,0.474,0,,
2025-01-01 06:10:00,T01,12.02,11.943,1959.254,83.3,4167.132,2.0,-3.748,22.016,36.654,41.434,0.637,0,,
2025-01-01 06:10:00,T02,12.02,11.54,1776.027,80.51,4028.548,2.0,1.793,13.62,22.399,31.844,0.475,0,,
2025-01-01 06:10:00,T03,12.02,11.163,1608.875,79.375,3988.035,2.0,1.223,13.862,29.247,27.753,0.441,0,,
2025-01-01 06:10:00,T04,12.02,11.535,1763.923,80.96,4058.36,2.0,-3.937,2.773,15.516,25.055,0.649,0,,
2025-01-01 06:10:00,T05,12.02,10.968,1525.147,77.296,3871.149,2.0,1.7,13.366,25.149,38.51,0.552,0,,
2025-01-01 06:20:00,T01,2.103,2.535,0.0,18.509,920.427,2.0,3.37,15.008,31.569,34.405,0.42,0,,
2025-01-01 06:20:00,T02,2.103,2.465,0.0,16.878,837.219,2.0,2.829,24.18,30.178,49.214,0.32,0,,
2025-01-01 06:20:00,T03,2.103,2.569,0.0,18.067,887.934,2.0,-0.045,15.136,28.862,38.501,0.437,0,,
2025-01-01 06:20:00,T04,2.103,2.235,0.0,15.495,756.693,2.0,3.466,17.859,27.074,43.494,0.335,0,,
2025-01-01 06:20:00,T05,2.103,1.947,0.0,14.111,709.582,2.0,3.63,24.449,36.412,49.977,0.417,0,,
2025-01-01 06:30:00,T01,9.125,8.946,826.981,63.809,3195.53,2.0,-2.184,8.19,10.768,32.984,0.733,0,,
2025-01-01 06:30:00,T02,9.125,9.019,840.822,62.554,3112.645,2.0,-4.613,12.757,20.099,38.901,0.379,0,,
2025-01-01 06:30:00,T03,9.125,8.278,655.812,56.855,2834.63,2.0,-1.613,18.039,28.423,42.504,0.566,0,,
2025-01-01 06:30:00,T04,9.125,8.38,678.673,58.867,2952.033,2.0,2.758,19.835,31.209,45.309,0.36,0,,
2025-01-01 06:30:00,T05,9.125,8.267,653.231,57.983,2888.529,2.0,1.562,19.77,28.117,36.181,0.49,0,,
2025-01-01 06:40:00,T01,8.276,7.605,508.723,51.354,2563.304,2.0,-1.353,19.022,34.567,36.209,0.597,0,,
2025-01-01 06:40:00,T02,8.276,7.747,533.162,53.457,2657.084,2.0,4.482,13.708,23.879,31.219,0.454,0,,
2025-01-01 06:40:00,T03,8.276,8.085,611.773,56.957,2852.029,2.0,-0.108,19.834,30.621,45.276,0.571,0,,
2025-01-01 06:40:00,T04,8.276,7.405,467.072,53.528,2661.535,2.0,-3.613,12.7,21.176,38.282,0.885,0,,
2025-01-01 06:40:00,T05,8.276,7.268,441.426,52.62,2629.138,2.0,-3.821,24.888,38.209,45.457,0.42,0,,
2025-01-01 06:50:00,T01,12.097,12.119,1999.652,83.982,4199.221,12.526,0.617,17.2,24.114,41.941,0.585,0,,
2025-01-01 06:50:00,T02,12.097,12.081,1994.506,84.632,4228.18,11.361,2.453,17.557,25.301,36.328,0.48,0,,
2025-01-01 06:50:00,T03,12.097,11.128,1594.69,77.681,3893.521,2.0,0.329,14.309,26.458,43.632,0.718,0,,
2025-01-01 06:50:00,T04,12.097,11.506,1758.617,81.936,4102.559,2.0,2.379,20.816,33.266,41.777,0.648,0,,
